flight_duration,flight_phase,departure_elevation,arrival_elevation,total_onboard,cargo_weight,airline,aircraft_type,aircraft_age,last_maintenance_hours,engine_hours_since_overhaul,pilot_experience,copilot_experience,crew_count,season,weather_condition,visibility_km,wind_speed_knots,wind_direction,temperature_c,precipitation_mm,turbulence_severity,route_complexity,air_traffic_density,risk
588,descent,2337,1973,195,19227,United,B737,25,342,8424,1023,5378,4,winter,storm,2.6586317258143453,29,20,10,12.117066175191304,light,0.79,0.26,0
436,descent,709,1295,222,10345,Lufthansa,B737,8,359,8390,4981,818,7,spring,storm,10.41032864452257,59,346,17,11.565568377913443,severe,0.13,0.39,1
309,takeoff,323,917,78,2634,United,A350,30,335,2030,8153,7395,6,autumn,storm,12.739006665187825,15,155,24,18.731393301235453,none,0.73,0.8,1
373,cruise,2308,2469,55,5452,Emirates,A350,12,149,1579,2057,2177,10,winter,rain,7.567611292071614,29,130,-13,8.16076356744141,light,0.59,0.31,0
171,descent,1702,28,205,17612,Lufthansa,A350,14,93,5483,8310,7143,6,summer,rain,13.519157586847385,38,142,20,9.895884412298464,moderate,0.77,0.56,0
201,descent,2690,1022,288,2781,Emirates,B737,6,62,7720,3266,1446,4,winter,storm,4.813492090160356,15,350,-13,18.60109481576628,severe,0.67,0.87,1
212,descent,1509,1371,117,2936,Indigo,A350,12,227,7621,4206,570,8,winter,snow,4.831360945611662,47,135,-2,5.869158392379807,moderate,0.49,0.3,1
278,descent,646,122,265,12172,Delta,B737,6,304,6028,7660,5580,9,autumn,rain,3.617338822248482,5,312,28,8.569964631524861,light,0.27,0.7,0
193,landing,636,381,208,10620,Indigo,B737,5,289,3782,3219,3273,7,spring,clear,6.716245590962412,14,23,-13,7.2613274061832485,light,0.85,0.79,0
247,descent,917,1460,99,1862,Emirates,B787,26,451,3270,13830,7698,4,autumn,storm,7.203852905410525,12,82,36,13.381790464506086,severe,0.63,0.23,1
73,takeoff,2234,781,57,18378,Indigo,A320,11,212,7839,12166,6446,9,summer,clear,4.1751937357870705,5,114,-18,16.99639176945231,light,0.46,0.85,0
514,climb,2907,1849,127,19955,Delta,B787,17,401,3022,6601,2012,10,autumn,storm,14.920181749875084,43,206,31,17.218763508505887,moderate,0.62,0.88,0
130,takeoff,2622,147,66,7062,Delta,A320,20,11,4202,3339,4227,4,spring,snow,4.316450921967494,15,108,8,13.54884883572652,light,0.78,0.19,0
298,takeoff,2279,217,234,15120,Delta,A320,1,374,1420,3854,5529,6,spring,storm,8.428890172136393,23,325,-20,11.544594688658702,moderate,0.64,0.58,0
378,landing,586,2023,169,7765,Emirates,B737,29,60,3473,6914,1236,9,winter,rain,3.207808651558288,36,16,32,18.004518202110205,light,0.99,0.49,0
172,landing,1154,714,276,13944,Delta,A320,1,196,2221,2239,3013,4,summer,storm,14.51281036882666,1,106,-9,18.05600383266538,moderate,0.96,0.46,0
461,descent,665,1008,157,7486,Emirates,B737,22,474,5572,4961,4460,4,summer,clear,10.006539708596417,48,346,25,10.157996216269405,light,0.53,0.43,1
594,takeoff,1714,2943,197,3339,Delta,A320,7,272,7176,7255,7902,7,summer,storm,5.599959110353266,36,191,30,8.626035114127223,severe,0.3,0.79,1
219,landing,1051,671,190,17911,Emirates,A350,13,151,9275,10281,6722,10,summer,rain,10.742115858743038,45,32,-10,12.863549488713836,moderate,0.33,0.23,0
330,landing,875,1752,65,8708,Indigo,A320,4,499,4200,4355,4316,10,autumn,clear,9.352801447173244,23,96,17,10.877768742094077,none,0.96,0.47,0
340,cruise,522,743,195,4540,Delta,B737,27,382,3926,5860,4747,5,summer,storm,3.423480516239102,44,21,-2,17.52289519231085,severe,0.67,0.32,1
119,descent,2547,605,200,17978,Emirates,A320,6,155,1425,1761,5573,7,summer,rain,4.965095624277648,22,121,-12,12.375595558048968,severe,0.52,0.05,0
160,cruise,864,2841,147,13012,Emirates,A320,5,490,3693,6017,6860,6,summer,clear,5.774274421287033,59,59,6,1.926318474308848,severe,0.74,0.5,1
590,cruise,1129,961,234,11162,Delta,B787,17,106,4664,14851,5305,10,summer,rain,2.0082725778237775,37,68,24,19.963107447204788,none,0.25,0.28,0
274,climb,1465,479,177,8985,United,A350,17,23,7687,6845,4738,10,winter,clear,9.574691398551135,4,343,2,18.5632407812682,light,0.04,0.1,0
321,landing,1207,2437,93,17692,Indigo,B737,10,331,3510,5991,1283,8,winter,snow,11.528950248604305,14,142,4,11.049797300826265,light,0.73,0.59,0
464,climb,1653,146,193,12451,United,A320,21,467,1211,11533,3700,8,autumn,snow,1.306366264082418,43,341,10,15.280147906824723,severe,0.29,0.71,1
207,landing,1260,1921,89,11714,Emirates,B787,7,280,8768,10830,7573,4,spring,storm,10.860866653190518,33,141,-6,9.865171002887973,light,0.8,0.68,0
424,landing,2501,324,272,16525,Emirates,B787,14,131,7941,4061,7377,9,spring,clear,2.419218881661944,35,51,-19,16.61458606547521,moderate,0.13,0.19,0
389,cruise,297,1588,136,9128,Indigo,A350,30,263,3090,5627,6370,7,autumn,clear,8.678239275959946,13,226,25,15.568119593211115,severe,0.07,0.09,1
523,takeoff,1657,143,234,2828,United,B787,18,239,6348,11973,5328,9,autumn,clear,8.456760808007589,55,346,0,6.315659498926887,none,0.95,0.99,1
428,landing,1411,1148,241,8955,Lufthansa,B737,3,245,6215,10598,5742,6,spring,snow,2.7166773031927285,52,41,24,11.740023402581697,moderate,0.17,0.26,1
369,cruise,2582,1061,204,2455,Indigo,A350,30,294,4137,5468,7546,4,spring,clear,5.191476381170067,10,32,15,19.343159992132495,none,0.28,0.47,0
229,descent,121,1411,198,16232,Lufthansa,A350,29,41,5188,9546,3280,10,summer,rain,14.499960744728389,58,218,-8,16.668583479521754,severe,0.71,0.12,1
492,climb,2625,2311,190,3470,Indigo,A350,30,175,736,13049,2715,4,summer,snow,1.5530289662680983,3,82,32,3.3336274625599094,none,0.89,0.92,1
371,climb,2507,2886,216,1956,United,B737,21,460,8240,14006,3695,6,summer,clear,6.747151338101453,59,138,16,3.6288241693382473,none,0.31,0.92,1
311,landing,2292,2584,124,6576,United,A320,5,463,7807,5782,6550,6,autumn,clear,7.459562686248209,31,167,2,14.591571845041893,light,0.33,0.15,0
144,landing,1075,1503,291,16912,Delta,B737,6,200,702,11665,7115,4,autumn,rain,6.297849629454613,28,270,38,10.82862157799335,moderate,0.78,0.97,0
438,descent,2506,1724,173,3890,Delta,B737,3,209,2628,989,4077,5,autumn,storm,11.220561816957842,4,110,24,11.70720396920165,none,0.24,0.23,0
419,descent,2408,2814,278,4132,Emirates,A320,30,338,4354,2731,1943,5,summer,rain,11.08123103118962,45,49,10,11.540838606530556,severe,0.71,0.31,1
448,climb,2860,1571,62,13889,United,A320,29,280,5348,945,3086,9,winter,clear,2.9900150162889494,7,58,-10,2.4556736943860202,none,0.3,0.2,0
162,climb,709,1712,297,3517,Indigo,A320,19,15,8435,6923,3432,8,autumn,snow,4.261133266057284,39,48,-2,6.208271266297691,severe,0.26,0.56,1
498,climb,2870,1465,265,16615,Delta,B737,24,218,4903,7576,5784,8,summer,rain,11.37926392775594,37,251,40,2.62324789716468,severe,0.68,0.35,1
210,descent,61,519,204,3895,Indigo,B737,26,74,2978,3798,7830,5,summer,storm,14.40917728780733,1,244,-15,11.62576254136911,severe,0.05,0.84,1
71,cruise,2941,1253,107,8001,Lufthansa,B787,21,387,6929,9081,4009,8,winter,snow,3.930651046558743,39,302,26,13.341161441495883,severe,0.69,0.66,1
370,landing,430,1075,224,3244,Indigo,B737,30,332,1218,11991,4075,6,autumn,snow,10.990995404486698,16,85,0,2.4979652150913267,light,0.94,0.46,1
190,cruise,1770,309,165,2114,Delta,B787,6,207,4643,993,2737,5,summer,rain,9.267402396321895,8,9,20,14.94119732918633,none,0.12,0.89,0
320,takeoff,1942,2077,179,16046,Emirates,B787,12,470,3379,5065,7909,9,summer,snow,4.985832979763821,45,11,-11,11.443768193260844,moderate,0.55,0.55,0
312,descent,1109,932,243,5615,Indigo,B787,17,493,6318,7842,1370,7,spring,rain,3.2787285485075897,55,199,-16,11.964340456771525,none,0.57,0.97,1
75,landing,2037,1642,256,2764,Emirates,A320,8,92,2882,13992,3736,10,spring,snow,14.478113103477645,20,47,16,17.651175751053593,light,0.94,0.97,0
424,cruise,537,1292,149,2601,Lufthansa,A350,11,152,6304,1668,7766,10,summer,snow,12.295684545212868,4,120,-14,10.46409180453896,severe,0.46,0.9,0
173,takeoff,1491,1426,118,8418,Emirates,A350,28,196,8404,6897,725,10,winter,rain,12.18327040289608,36,20,16,1.2270651448505987,light,0.78,0.29,0
442,takeoff,2424,2917,88,3855,United,B787,17,389,1748,9683,2055,6,winter,snow,13.954502545809863,23,187,39,11.458799325394132,light,0.31,0.75,0
261,takeoff,620,2821,93,6897,Emirates,B737,5,434,3593,12263,1103,9,summer,storm,3.8944327264273775,4,139,37,0.6032155505352632,light,0.27,0.12,0
412,takeoff,5,2887,270,13125,Indigo,B737,13,112,5432,2782,3616,6,summer,snow,9.206846194367557,42,245,21,15.491152873197464,severe,0.19,0.74,1
71,cruise,273,2742,104,8713,Lufthansa,B787,4,67,3477,1426,2584,6,summer,rain,1.7153517713518256,40,175,33,15.120268743129726,moderate,0.44,0.04,0
345,climb,2497,1257,278,4262,Emirates,A320,9,401,1907,12326,7580,8,spring,clear,7.211100311433883,42,357,16,16.968339710660118,severe,0.52,0.58,0
554,takeoff,2713,2540,160,16968,Emirates,A350,25,199,3765,14589,5301,5,summer,rain,4.339794781736192,36,142,14,1.889006502684769,severe,0.43,0.04,1
313,takeoff,649,1919,176,5449,Indigo,B737,23,187,2150,2202,1659,9,winter,storm,1.2356969252910064,3,202,-7,16.5706381880036,severe,0.12,0.79,1
508,descent,142,2793,138,16695,United,B737,23,396,1361,12584,5413,9,summer,rain,14.605225021416118,26,244,34,15.734562901183777,moderate,0.17,0.4,1
310,climb,2166,2951,190,13003,Lufthansa,A320,15,447,1714,5255,2865,5,spring,snow,10.819822590516962,45,60,39,17.567977354729106,none,0.55,0.13,0
146,cruise,1939,2377,240,13272,Lufthansa,A320,3,312,8107,2157,6904,7,spring,rain,5.020310048798141,44,356,14,2.1571951685596202,light,0.27,0.82,0
385,takeoff,834,2724,191,16189,Lufthansa,A320,23,188,2522,4562,230,5,winter,clear,8.566512466281191,14,127,6,12.334820955811098,severe,0.92,0.81,1
87,climb,2983,1350,131,13557,Indigo,B737,15,111,8979,1893,4495,10,summer,storm,1.8021910554681582,32,233,33,6.321594439171168,moderate,0.99,0.99,1
520,takeoff,928,2361,50,9580,Indigo,B787,20,247,5801,7352,5004,4,spring,rain,9.84288842149926,22,175,5,3.404899081114625,moderate,0.73,0.35,0
523,climb,1400,2901,257,13381,Lufthansa,B787,25,437,5712,8080,4307,9,spring,clear,12.944378342405495,57,358,33,10.00121146843054,severe,0.68,0.21,1
201,climb,1778,2967,165,13726,United,B737,16,197,2345,6080,4583,10,spring,storm,11.272648173350115,56,112,8,19.827767012430332,moderate,0.71,0.57,1
241,landing,1166,834,126,1668,Lufthansa,A320,20,323,9521,1146,6666,7,summer,clear,3.758375598021958,1,225,11,18.783174365443706,none,0.39,0.74,0
519,landing,727,1244,126,18287,Indigo,A350,26,25,7518,5674,3379,9,spring,clear,6.840498967042982,22,283,-1,12.344590618746608,moderate,0.34,0.72,0
87,descent,2185,825,90,2919,Emirates,A350,27,169,6231,9264,1613,9,spring,rain,10.812879552086367,26,279,-11,15.67925961497875,light,0.75,0.47,0
485,landing,1219,2872,96,15700,Indigo,B737,11,203,9114,14092,5407,7,summer,rain,9.961722470822751,53,326,6,10.054025024875692,severe,0.99,0.57,1
441,landing,1604,2928,137,7719,Lufthansa,B787,27,198,7194,9059,7301,6,spring,rain,4.486536278208421,10,239,40,2.2245872449852055,light,0.01,0.5,0
76,landing,116,513,137,11028,Delta,A350,15,22,5168,6800,709,10,winter,rain,14.034763897703085,5,275,39,11.4226052300422,light,0.26,0.55,0
525,landing,1488,2430,62,7840,Delta,B787,19,38,5659,7503,1343,5,summer,clear,3.563861948422071,19,105,21,13.099182842705432,severe,0.87,0.28,1
83,climb,982,2572,267,9410,United,A320,21,25,1371,8303,6813,8,summer,rain,3.1550117107821203,19,84,-2,15.174122886959626,none,0.49,0.42,0
69,climb,2673,2158,129,3245,Lufthansa,A350,28,442,2345,1455,4670,10,winter,snow,7.252639440429947,1,210,-6,16.846032864265396,moderate,0.38,0.97,1
249,takeoff,2006,325,121,2717,Indigo,B787,15,367,6472,9861,6670,4,spring,snow,3.307393233618162,2,262,-1,3.7506626821752054,severe,0.03,0.88,1
363,takeoff,2355,126,257,18293,Emirates,B787,17,23,7918,7999,5536,7,autumn,storm,8.898179232875844,29,26,-11,3.6859722758668223,severe,0.75,0.86,1
445,landing,1257,226,125,3864,United,A350,18,458,5175,11254,6894,5,winter,rain,13.33460022480068,28,353,-1,10.776742773741585,moderate,0.31,0.47,0
232,takeoff,1709,1565,146,9716,United,B737,10,67,5620,4079,6322,6,summer,snow,8.484579567067117,2,128,20,14.867083592531685,none,0.55,0.52,0
391,takeoff,2441,2288,100,11087,Indigo,A350,16,393,7590,7167,3758,5,winter,snow,11.26085020177616,9,183,6,8.554687631037794,none,0.52,0.84,0
333,descent,1405,1264,282,8108,Emirates,B737,22,46,2978,4133,7247,8,summer,rain,3.875754645753136,26,139,-9,8.912316416365456,none,0.17,0.99,0
486,takeoff,2542,519,74,2987,Emirates,A350,20,310,4296,5707,6363,7,spring,snow,8.231528393897717,33,285,36,3.2346398654273445,moderate,0.77,0.8,0
152,takeoff,847,1390,154,7358,United,A350,30,389,5278,12594,3110,8,spring,storm,4.426937469180827,21,75,21,3.0389117378006714,severe,0.15,0.46,1
442,cruise,2712,1820,90,10486,Indigo,B787,7,480,8361,1800,6255,4,summer,rain,14.901817705615477,1,217,31,8.850175574276095,none,0.99,0.84,0
249,takeoff,736,2436,186,9320,Indigo,B787,3,140,6067,7035,2572,5,autumn,rain,14.628001225936362,58,129,5,17.341073456944155,light,0.85,0.48,1
437,climb,1595,423,70,8342,Lufthansa,A320,22,15,5150,4260,881,4,winter,rain,9.835096550698674,5,265,22,13.88279601530327,severe,0.82,0.45,1
414,climb,1998,2771,214,16005,Emirates,A320,4,325,8582,5873,3462,4,summer,snow,11.270550101596573,22,271,28,12.831486080453358,severe,0.16,0.12,1
244,descent,2366,1599,253,18712,Indigo,B737,23,454,2351,1644,5370,10,spring,rain,7.2721055842370435,33,208,-13,17.5237290067518,none,0.6,0.11,1
166,descent,771,435,280,12258,Emirates,B737,13,431,6327,4050,7822,6,spring,rain,2.2863178084262397,54,126,4,11.608591947835468,moderate,0.32,0.54,1
551,descent,139,2756,98,17517,United,A320,15,140,9928,12877,3209,4,summer,clear,7.391944180951766,1,130,4,9.832631765164948,light,0.61,0.4,0
249,climb,974,333,225,9449,United,A350,7,301,9311,2635,7990,4,winter,storm,11.967493126686346,41,297,21,5.665715327228087,light,0.14,0.36,0
240,climb,1518,2504,115,11230,Delta,B787,7,172,2522,3012,5086,6,winter,rain,14.593977455201323,24,301,2,19.848121702664194,light,0.78,0.43,0
366,cruise,1460,2366,190,4450,Indigo,A320,25,399,6259,4764,5980,5,spring,snow,13.052930531877056,44,28,-20,7.694122303210946,none,0.94,0.29,1
96,cruise,2633,1924,211,11122,United,A350,8,338,1760,14774,4377,5,summer,clear,6.506890718216024,13,329,-7,4.27123174098308,none,0.43,0.25,0
107,cruise,1972,1044,166,18526,Indigo,B737,29,81,2831,8591,2833,8,spring,rain,6.4949234509341505,60,339,15,5.644169758050694,light,0.9,0.13,1
390,landing,1784,567,214,16728,United,B737,28,430,1379,5841,4237,10,summer,storm,1.6341484762574734,23,358,17,17.61550104591974,moderate,0.57,0.98,1
86,climb,2599,260,291,17424,Emirates,A320,9,120,8265,13911,765,4,summer,rain,14.968483831665662,48,190,-10,12.814034108966258,severe,0.51,0.09,1
343,climb,2585,2784,222,15230,Emirates,A320,9,130,9571,5879,4906,10,autumn,storm,6.955887162565041,58,170,-18,7.369684658346182,moderate,0.33,0.09,1
562,takeoff,716,2721,292,14937,Indigo,B737,23,190,1221,14442,5870,7,summer,snow,1.4481628780860698,35,179,8,16.84388507125659,severe,0.27,0.77,1
250,cruise,1639,1513,87,11928,Delta,A350,26,296,8241,5230,5013,10,spring,clear,11.160527247659957,25,36,26,19.366190999159947,light,0.04,0.16,0
100,descent,1977,787,288,16495,Indigo,B737,29,370,8355,2145,1172,5,autumn,snow,1.5438744928852424,21,225,-2,6.82876695097452,light,0.08,0.76,1
164,landing,894,1788,111,3216,Delta,B787,21,267,1016,12129,1893,4,spring,storm,11.48133049630822,52,34,-19,10.69469778712004,moderate,0.63,0.88,1
121,descent,1118,2199,76,6508,Delta,B787,2,132,753,5130,3125,6,autumn,clear,8.169312456143002,55,55,9,14.293689144609322,severe,0.53,0.74,1
588,landing,2958,2125,232,1947,United,A350,23,428,7546,11889,4451,5,spring,clear,13.427148556548046,7,56,-18,4.192549762072099,none,0.07,0.25,1
341,climb,1088,2435,252,1143,Delta,A320,21,224,3042,3864,5454,7,winter,snow,7.909153197547502,42,242,4,11.023446006687564,moderate,0.7,0.1,0
111,descent,1635,2511,159,12492,Emirates,A350,26,181,3557,9479,7843,9,spring,storm,10.558288076100755,47,111,-16,12.319819553042448,moderate,0.42,0.36,1
398,landing,2122,1658,136,2799,Indigo,A350,4,89,3987,2555,3749,5,winter,storm,4.498982854378747,38,128,3,14.032750932921946,none,0.39,0.7,0
124,descent,1780,1056,218,16428,Indigo,A320,8,315,3064,6704,6411,10,winter,storm,2.2911582170753775,18,64,-18,15.940814862205578,severe,0.74,0.08,1
81,cruise,387,942,242,5970,United,A320,18,306,1230,13679,1967,4,spring,snow,12.168023434530753,5,290,33,6.09840077193311,light,0.57,0.7,0
418,cruise,2690,1071,64,5339,Emirates,B737,21,226,1776,7195,7142,10,autumn,snow,14.49326560435742,23,50,30,18.723104217585387,moderate,0.88,0.39,1
325,cruise,1767,2933,116,2057,Emirates,A350,16,333,4122,4736,6731,9,spring,snow,12.224471793609935,32,243,2,3.060446056355244,severe,0.98,0.38,1
540,cruise,2163,1740,187,8896,Delta,B737,27,235,3528,12363,4804,9,winter,storm,7.749436973966523,58,78,-17,10.669899622391437,none,0.56,0.67,1
348,landing,2142,2067,156,14966,Lufthansa,B737,14,170,3946,4557,2109,10,autumn,rain,5.746544594503343,25,183,36,15.81313177478943,moderate,0.47,0.08,0
204,descent,2348,1938,151,2537,Emirates,B787,5,266,4857,4492,322,4,winter,rain,6.937033152897968,37,264,-5,19.953296634721166,light,0.69,0.49,0
477,landing,2411,1681,56,2154,Lufthansa,A320,29,371,9191,10749,1744,7,winter,clear,11.010714249865686,30,184,8,1.4598378754123131,light,0.08,0.4,1
569,takeoff,656,1408,85,14228,Indigo,A320,26,88,4640,4353,3871,4,autumn,storm,2.24024961792678,44,356,-18,12.506326191850903,light,0.67,0.74,1
247,landing,528,2512,220,12546,Delta,A350,30,132,2393,10557,5080,10,spring,storm,7.983672999853007,18,318,31,13.036369439376374,none,0.01,0.25,0
123,takeoff,224,314,212,13272,Lufthansa,B787,21,78,2568,10731,2087,8,summer,snow,10.77187599367289,9,95,40,7.526096203933621,severe,0.38,0.97,1
420,landing,2495,935,101,11298,United,A350,8,381,8102,7385,3501,5,spring,snow,6.560781608223302,60,232,10,8.352533199967402,none,0.54,0.53,1
196,climb,57,1315,265,5415,United,B787,27,466,3313,4553,5608,6,winter,storm,6.417605605616933,19,46,3,15.632143238823303,severe,0.98,0.51,1
439,climb,2663,802,256,9195,United,A350,11,430,3250,13474,7838,6,winter,snow,6.591265006669739,24,309,26,13.107352641681924,severe,0.65,0.35,1
351,takeoff,312,2851,70,18559,Emirates,B737,10,224,9976,5451,2682,9,winter,clear,6.488158478893942,33,36,23,8.149065012716111,moderate,0.62,0.37,0
538,descent,682,1662,276,14239,Lufthansa,A320,26,185,1480,11655,7283,8,winter,clear,5.385263460591139,48,279,24,17.808288035158835,none,0.22,0.66,1
237,climb,1888,2612,96,12092,Lufthansa,A320,2,456,4714,14927,3570,8,summer,storm,13.337358911149463,30,244,-3,15.34814789727524,light,0.98,0.68,0
272,climb,1847,456,300,13867,Emirates,B737,11,236,7643,13744,4992,10,winter,clear,10.472494598382,16,32,20,2.4625212032131727,light,0.34,0.04,0
516,climb,2194,694,97,17965,Delta,B737,21,343,3620,2525,7283,7,spring,snow,1.8300874879513707,48,229,21,5.025862395721168,severe,0.89,0.22,1
349,descent,2568,102,89,1617,United,B787,26,146,5887,9254,2094,7,autumn,storm,10.403145264008637,14,258,32,4.76240031454231,none,0.44,0.35,0
333,landing,307,2854,183,13210,Lufthansa,B737,30,284,2989,9954,7992,10,winter,storm,11.79448280082028,55,311,20,5.2825741044131185,severe,0.85,0.7,1
138,takeoff,1897,190,168,16690,Emirates,A350,20,195,3542,3168,319,4,winter,snow,3.9693439345085313,22,256,-19,13.474438459997057,moderate,0.27,0.92,0
433,descent,2006,2930,217,15303,United,A350,8,273,1723,6342,2289,4,autumn,storm,14.364191068118416,21,6,-13,2.8141754244235573,light,0.49,0.98,0
150,landing,473,188,185,2775,Indigo,B737,14,433,2117,9263,5591,9,winter,rain,7.965214787872825,1,2,19,16.491145340003445,severe,0.7,0.03,1
499,descent,427,561,113,12714,Emirates,A350,18,392,1869,2343,6768,10,winter,snow,14.232160787264831,7,254,33,12.084026806560967,severe,0.4,0.11,1
471,takeoff,1458,1006,146,3546,Emirates,B737,29,306,752,4536,6659,8,autumn,storm,3.6304216002940555,44,199,-7,8.79445574569524,light,0.85,0.05,1
199,takeoff,122,1002,288,10090,Delta,B737,8,55,526,14092,7533,8,spring,snow,5.311752592970745,60,52,-7,2.625840507716113,severe,0.41,0.15,1
239,takeoff,646,1841,88,10108,Emirates,B787,1,332,5300,2069,909,6,summer,storm,5.175442890287744,0,232,-6,11.683645984110314,severe,0.07,0.5,1
73,descent,386,803,300,9583,Delta,B737,28,171,2329,1437,3192,5,spring,storm,8.758422263898103,35,254,33,0.24846681376740287,severe,0.12,0.96,1
494,takeoff,1945,1343,286,11089,Emirates,B737,25,447,6344,848,2294,4,autumn,storm,6.860088154994225,13,70,-4,2.65775881786245,none,0.49,0.87,1
175,descent,116,384,180,5293,Indigo,A320,10,357,4253,2590,6712,8,spring,rain,11.504677541853397,53,155,7,3.475311463848576,moderate,0.79,0.55,1
249,takeoff,2103,321,105,13645,United,A320,1,185,9950,6243,6258,10,winter,clear,6.5515396261147565,43,193,39,1.355667991761722,none,0.6,0.68,0
183,climb,712,2213,217,9956,Lufthansa,A320,15,374,4123,8734,5571,6,summer,storm,2.2092588527989,45,267,23,0.6722549060955374,none,0.46,0.35,1
548,takeoff,834,753,143,19011,United,B787,2,165,9950,8634,1743,5,spring,clear,3.292636345605181,20,6,-3,12.410320854975845,light,0.39,0.86,0
256,descent,1049,2901,110,11503,Indigo,A320,21,156,3929,7832,7061,8,spring,snow,10.364097276186062,8,153,11,5.753643979499888,none,0.9,0.93,0
117,takeoff,2965,1684,213,4997,United,B737,25,455,5076,2096,2266,8,summer,storm,14.740410843682337,42,298,-16,8.320880261000028,severe,0.64,0.1,1
400,landing,2467,194,163,19469,Lufthansa,A350,4,178,9545,3491,7582,4,winter,rain,2.189606681373788,12,77,40,6.053300927493068,none,0.82,0.32,0
206,landing,2586,1045,200,11640,Indigo,B787,18,354,7018,2750,6025,6,summer,storm,11.26988373418687,15,245,-5,3.0939976566105964,severe,0.71,0.32,1
84,cruise,4,2190,89,3749,Emirates,B787,19,227,7630,10627,1701,9,autumn,storm,2.1485562590134077,3,3,-18,14.719528037289354,severe,0.6,0.27,1
425,descent,693,199,219,15467,Emirates,B787,22,198,7506,13214,3827,6,summer,snow,11.456790406237431,39,40,-11,16.37214265371703,moderate,0.24,0.46,0
541,takeoff,1561,2118,169,9867,Lufthansa,A350,10,127,7477,4586,5701,7,spring,storm,11.148991734220786,8,191,4,9.938738078146361,moderate,0.14,0.55,0
455,landing,205,1038,289,12600,Emirates,B737,8,15,2405,5179,2278,7,summer,rain,3.9611555319190748,53,64,-12,10.810083020169802,light,0.97,0.55,1
105,climb,531,1626,108,11544,United,A350,24,14,1603,6528,1969,10,summer,clear,2.6980548557169564,53,19,3,7.618133459514009,none,0.26,0.09,1
249,descent,2760,1577,107,13655,Lufthansa,B787,7,365,995,14920,5354,5,spring,rain,9.356467550855912,6,5,17,19.510374085371403,moderate,0.05,0.01,0
539,takeoff,1876,1925,168,15877,United,B737,21,314,5622,4076,3671,10,spring,storm,4.791111072874525,3,110,9,7.674183103561754,severe,0.99,0.31,1
265,descent,1693,1326,192,9450,Indigo,A320,23,312,5829,4626,6703,5,summer,clear,3.3656866093578337,38,253,0,4.634313907075174,light,0.48,0.85,1
360,takeoff,2424,2832,283,3991,United,A320,26,365,3769,10513,7718,7,winter,snow,2.407099361786778,44,105,-12,12.132436442820289,severe,0.59,0.73,1
520,takeoff,2263,2181,239,13868,United,A320,6,64,7105,10657,2693,8,winter,rain,9.881277682020308,0,321,-4,19.932993060350363,moderate,0.5,0.09,0
484,landing,2926,807,293,17713,United,A320,25,21,2322,978,3256,5,autumn,clear,6.235903785515786,27,163,-8,12.76310545787741,none,0.54,0.61,0
433,climb,1392,2597,67,10660,Lufthansa,A320,4,318,2698,13344,3146,4,winter,snow,1.9471464246939447,20,166,16,11.795279480754637,severe,0.44,0.58,1
515,descent,2263,2180,150,8860,Indigo,B737,24,364,7343,7023,7936,9,summer,storm,10.221380706790884,44,51,32,11.405792792892797,moderate,0.21,0.94,1
126,cruise,1194,1335,286,7734,Delta,A320,14,350,2003,3745,1461,4,autumn,clear,12.285492346979089,51,83,27,17.25680665063541,moderate,0.46,0.83,1
562,takeoff,667,1600,129,8259,Emirates,B737,21,204,7494,2408,1017,10,autumn,storm,3.9103858010237125,51,31,21,17.69924009170088,moderate,0.08,0.48,1
316,climb,1613,224,186,8022,Lufthansa,B737,29,492,3280,14457,2569,5,summer,snow,2.7225397112606045,4,153,36,11.703156886236423,light,0.39,0.84,1
386,landing,783,2855,262,5695,Lufthansa,A350,3,52,845,2042,2608,8,spring,clear,4.238419712255977,6,337,17,15.428957760235797,light,0.27,0.46,0
181,landing,658,1908,245,3074,United,A320,18,60,7107,4001,4107,7,autumn,storm,4.3342103844002144,36,20,-3,6.759837446507058,moderate,0.14,0.62,0
192,takeoff,1489,689,104,13636,Emirates,A350,23,59,1572,6723,4198,4,spring,snow,14.90728156198869,21,320,5,15.155751595077634,severe,0.49,0.48,1
328,cruise,1599,151,133,18340,Indigo,A350,17,428,3894,12734,2330,8,autumn,rain,5.137846343649498,21,181,-4,14.182257945529946,moderate,0.25,0.58,0
174,landing,1478,1505,189,13146,Lufthansa,A320,6,106,4390,8682,284,7,summer,clear,13.898019483205482,47,206,-17,1.4711772121801148,light,0.62,0.79,1
533,cruise,253,720,247,10358,Lufthansa,A320,12,444,8261,2850,3477,4,autumn,snow,9.65099878496806,9,209,-5,18.321537069417563,none,0.6,0.54,0
320,landing,2154,1195,64,13951,Indigo,A320,12,458,4139,14827,3449,8,winter,snow,8.271720018424034,39,134,18,14.295738082717115,none,0.36,0.64,0
156,takeoff,1192,2845,252,13898,Delta,B737,24,150,3732,14381,6036,5,winter,rain,11.49357061994574,10,253,25,10.818457904873341,severe,0.74,0.36,1
197,landing,311,91,65,8785,Delta,B787,8,122,6457,4740,2171,10,summer,snow,4.038467864669216,46,103,-2,4.330349756376495,moderate,0.85,0.38,1
166,descent,558,1566,103,5872,Emirates,B787,18,234,2131,2498,937,10,autumn,rain,11.764706498770487,56,100,32,17.801018698156767,severe,0.03,0.04,1
